BasePriceLabel,BedrmCt,RegionID,SizeRank,RegionName,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
BR001RG0038992,1,38992,405,Highlands Ranch,Colorado,CO,Denver-Aurora-Lakewood,Douglas County,208644,210730,212654,214790,217146,219510,222059,224777,227667,231163,234292,237653,239976,242188,244256,246198,247907,249711,252005,254413,256854,257646,258869,258905,259625,259868,260310,260952,261445,262071,262809,262938,263037,263171,263240,263260,263796,264279,264607,264454,264472,264760,264212,264635,264191,265576,265977,266915,266381,266326,267169,267881,268628,268933,269943,271162,272456,271925,270977,269545,269455,269462,269203,268727,268200,268055,267875,266547,265912,265640,267032,269025,271083,272612,272647,273261,273386,272681,271139,269870,269994,270937,271676,270940,269505,268735,268494,268409,267799,268673,269002,268874,267486,265474,263571,262619,261556,260346,259252,258239,258357,257647,258747,260961,261433,261459,259704,258456,257417,256752,257095,256300,256771,257324,258143,256868,257253,258816,261947,265577,269045,270835,271256,273339,273623,272245,269170,268601,269221,268582,267458,265069,263418,263298,264476,265709,266057,267302,267568,268456,268100,268756,269707,271036,271565,272107,271911,270403,269388,270783,276030,279681,282446,284629,286667,289530,293239,296734,299802,302641,306922,310627,312190,314162,315803,317518,319170,320738,321559,321463,321940,324202,325249,324712,323594,323788,326172,329597,333187,335613,338610,342545,347207,350964,356187,362294,368993,373541,376569,378929,381444,385678,388030,390686,392385,395786,398031,399054,400670,402642,405998,408260,410395,410888,415102,419177,423725,425373,427130,430618,433076,437025,439686,443655,446916,451627,454104,456749,458397,460914,463365,464807,466849,467257,468755,469456,471268,471163,470155,467780,468171,469123,470822,471523,472484,472375,470782,469722,469098,469465,470894,473415,474379,475202,475662,477239,478770,481827
BR001RG0011695,1,11695,407,Greeley,Colorado,CO,Greeley,Weld County,140766,141620,141553,141712,141948,143040,143944,145035,145900,147187,148480,149398,150228,150825,152210,153400,154718,155635,156541,157674,159246,161112,162597,164057,164881,165988,166940,168238,169889,171025,172585,173993,175694,176698,177006,176982,177876,178793,179584,180122,180484,181992,182251,181959,180714,179809,180152,181488,182420,182805,182617,181759,180063,177686,176434,175779,175372,174969,174340,173364,171814,170454,169622,169913,170233,170068,169696,169527,169700,169298,169276,169007,169205,168926,168467,167012,165909,165039,164215,163025,161818,161012,159132,156983,155957,155960,156452,156162,156530,157011,157079,155856,153887,152291,151398,151126,149057,146919,144465,144361,143755,143028,141980,141890,142610,142861,142674,141409,140851,139830,138517,135858,132937,130482,128977,128629,127975,127679,127212,127818,127799,127070,126370,125619,126141,126038,126169,125221,124434,122874,121150,119060,117620,117886,118736,120011,119314,119194,117909,116884,115402,115219,116089,117824,119314,119921,119428,118705,119287,120003,121371,122350,123835,124681,124917,123856,123200,122462,122899,123334,123627,123774,124320,125593,126580,127093,127559,128845,130218,131844,133001,134596,135883,137115,138052,138882,140063,141579,143483,144990,146434,147966,150025,151221,152717,154029,155375,156288,156974,158486,159825,161197,162103,162744,163191,164254,165462,167181,168885,171094,173447,175230,177269,179048,181495,183860,185989,188066,190201,191837,193075,193641,194912,196047,197163,199071,200484,202260,203832,206177,208467,210783,213320,216277,218738,221247,223270,225135,226701,227676,228201,228741,228899,229936,230679,232491,233784,235155,236470,237420,238576,239846,241481,242497,243669,244066,244515,243870
BR001RG0046325,1,46325,455,Loveland,Colorado,CO,Fort Collins,Larimer County,144005,144982,146155,146999,148206,148839,149411,149971,151743,153892,155913,157084,158710,160129,161700,162930,164409,165811,167671,169542,170531,171570,172276,173543,173787,174736,175239,176134,176331,177269,177841,178774,179678,180203,180508,180822,181136,181297,181263,182203,183143,183898,184516,185160,186053,186383,186375,185782,185902,186117,187056,186815,187350,187071,186698,185502,184135,183488,183712,184529,185001,185320,185641,186291,185859,185840,186008,187029,187677,188640,189251,189839,190277,190041,189359,188949,189396,190153,190310,190287,190652,190383,190073,189642,190122,191059,191640,191265,190644,189934,189999,189432,188626,187962,187191,186184,184150,182361,181062,180076,178745,177814,176480,175768,174632,173298,171497,170163,168859,167798,166064,164661,163799,161807,160609,158961,158401,157703,157889,157815,157383,156050,155700,156338,156621,156977,156098,155450,154348,153590,152358,150964,150547,150821,150617,149314,148141,148372,149011,150005,150204,150658,150946,151472,151835,152424,153173,153790,153882,152973,152240,151703,152517,153150,153896,154749,155979,156822,157454,157802,158730,159251,160050,160730,161414,162302,163561,165011,165817,166584,167257,168630,169993,172234,174365,176262,177699,178938,180152,181131,181581,182349,183370,185304,187919,190855,193673,195824,197754,199970,202152,204519,207167,210361,213989,217236,219272,221101,223598,227079,230500,233188,236000,238129,241186,243276,246125,248310,251009,252525,253281,254667,256315,258293,259623,261745,263563,265447,265684,266439,268026,271065,273664,275207,276519,278970,281619,284461,286443,288987,290097,289871,289269,289402,291093,292067,293449,293744,294257,294444,295324,296024,298571,302155,305603,308144,309996,313005
BR001RG0032563,1,32563,521,Longmont,Colorado,CO,Boulder,Boulder County,153746,155328,156806,158048,159347,161272,164259,167602,170117,172232,173998,176366,178580,181136,183495,185658,187438,189091,190427,191622,192987,194347,196104,197673,198580,198787,199270,199888,200863,201201,200931,200426,200332,200670,200991,200089,200128,199309,198678,198122,197713,197339,197221,197603,197777,197364,195645,195396,194606,195748,195895,195209,194475,194227,194516,194392,193936,193627,193758,193643,194164,193637,194418,195478,197078,198358,199287,199865,200662,202166,204164,204762,204536,204423,203988,204075,204165,204131,203407,202353,201715,199890,198329,197458,197499,197465,197239,197548,196471,196372,195370,195902,195283,195490,194867,194371,192729,191299,189721,188144,186665,184460,183121,181358,179947,178751,177343,176212,175472,175440,175561,174684,174482,173651,173535,172703,173455,173431,174250,173928,175091,174536,174498,173758,173743,173701,172999,172666,171016,170685,169727,170783,169714,169153,167359,166725,165537,165139,165318,165708,165981,164500,163395,161727,161666,162505,163602,164892,165322,165598,165422,165295,165444,166377,167661,168931,169972,170521,171312,171684,172967,174587,176316,177796,179993,183028,185715,187049,187493,188476,190300,192314,194008,194972,196350,197704,198601,198958,199545,201295,203345,205678,207863,210874,214136,218054,221291,225103,228411,231847,234886,239230,243733,246860,248657,249436,251410,253998,257527,260182,262742,265168,268059,269380,270845,272583,276289,280447,282688,283260,283365,285521,288480,291512,294137,296837,298584,300716,301979,303535,305468,308593,312274,313932,315344,316372,317368,317440,318934,321323,323498,324687,326410,328154,328901,328145,327011,325812,325939,327010,327438,327041,326914,327426,327812,328036,328916,331630
BR001RG0023984,1,23984,860,Castle Rock,Colorado,CO,Denver-Aurora-Lakewood,Douglas County,332822,334082,336749,338773,342612,347542,350562,352538,352332,355032,357666,363233,367814,371652,375611,379858,383138,385806,389581,394734,399229,400753,402307,402677,403821,404474,405268,405791,407342,408134,408780,406309,406102,406859,408093,408819,408793,409611,409287,408717,407075,406618,406165,407192,406285,406408,406630,407901,409160,410561,412364,413480,415361,417297,419491,422154,426190,428656,430369,431126,433223,435244,438577,442373,445481,447229,449890,452801,454552,455841,457592,460478,462782,464071,463597,462929,463929,463468,463159,461349,461857,463814,465466,466645,466509,467975,468563,470163,469910,473760,475902,477643,476388,473683,471321,469986,468370,466962,465213,463876,461826,458646,456204,455509,455321,455119,453560,451080,449705,446984,445714,441901,440879,438685,437369,433984,431074,429088,428608,429034,428805,428018,426508,426838,425208,421939,418069,414984,413519,411242,410266,408231,406676,405332,403733,401616,398743,399823,400693,404282,404659,405992,404697,403224,401678,402222,404668,410103,416953,421813,424385,423915,425616,427677,430477,434630,439103,442690,446060,444467,442711,440138,442446,446756,450722,453462,455817,457598,458677,458854,458558,462118,464473,466835,466647,467340,469429,471964,475292,477961,482406,487392,491959,494254,500072,507474,514365,518011,520502,523698,526839,530403,531422,532899,535239,539884,542273,543740,546870,550529,553352,554866,556637,558511,562546,566174,568459,567062,565653,565698,565043,565567,566389,569249,572225,576248,579038,581717,584821,589434,594858,598281,602105,604738,608001,609628,611984,613279,614431,613561,614116,615609,617174,618201,618379,619193,619528,620835,621333,622100,623287,626244,628240,629540,630573,632863,635850,638817
BR001RG0017545,1,17545,1096,Commerce City,Colorado,CO,Denver-Aurora-Lakewood,Adams County,110840,111564,113431,116982,120191,121925,122872,123830,124868,127010,130317,134918,138615,141723,142730,142746,142607,142266,142336,143029,145502,148026,149948,149997,149709,148844,149073,149937,150195,151466,151826,153984,154380,154538,153238,152068,152329,153521,154744,154935,156223,157388,158908,156869,154966,152899,152720,153091,152817,153097,152782,152808,151694,151025,150296,150990,151943,153291,154023,154286,154812,154532,155020,155253,156163,156445,157676,158802,159307,158855,158356,158097,157602,156097,155306,154315,154180,153012,151595,151536,152476,154046,153999,153823,153508,153697,152733,152828,152534,152509,151140,148618,145187,140937,138144,135303,133226,132087,131283,129095,125271,122184,120547,118732,117586,116334,115260,114423,112706,110510,107007,105434,105514,106210,105842,105345,104670,105027,105677,106589,107583,107583,108549,107707,106383,103952,102597,101690,100846,100028,99268,97618,95882,95574,96588,98009,98594,99524,100164,100187,99504,98181,96199,95173,95077,95004,93831,93423,94255,95480,96486,98040,100601,103113,106296,109805,113552,116581,119089,120226,122159,123544,125102,126423,127437,129321,130971,131730,131648,132064,133501,135821,136693,138186,140341,142239,144109,145509,147348,149232,151724,153865,156936,159116,161433,163188,164712,167951,170890,174044,176333,179138,181198,184141,184081,185841,187119,190409,193449,195529,197968,200254,203206,205818,208035,209457,213284,216505,221317,224376,227180,229300,231193,233188,234885,236905,240293,244179,248938,253864,257748,259396,260664,262034,264753,268199,271366,273272,272682,272469,270803,269445,267930,268911,270124,271448,271668,271364,271251,271912,273800,275258,276857,278196,279798,280982,282268,283674
BR001RG0019055,1,19055,1157,Littleton,Colorado,CO,Denver-Aurora-Lakewood,Arapahoe County,117612,119170,120659,122274,123552,124671,126301,128116,130313,132126,133762,135358,137461,138951,140187,140588,141420,141947,142465,143310,143952,144947,145403,145821,145856,146386,147081,147970,148537,149090,149642,149705,149924,149802,150049,150140,150273,150259,150438,150851,151186,151378,151411,151498,151530,151709,152211,152555,152819,152835,152523,152096,151745,152002,152382,152899,153445,153860,154154,154376,154674,154589,154864,155317,155997,156540,157079,156834,156220,155486,154952,154917,154946,155657,155635,155530,155422,154380,153338,152813,153133,153440,153714,153770,153918,153659,154165,154417,153862,153397,153077,153250,152768,151866,150862,149993,149529,148944,147449,145287,143942,143593,143327,141871,140486,139721,138795,137509,135009,133257,132399,132772,132813,132631,131668,131615,131076,131124,130559,129907,129286,128532,127751,126468,124956,123131,122152,121555,121281,120380,119700,119658,120051,119658,118337,117007,116589,116504,115651,113934,112398,111202,110787,109636,108424,107638,108083,109155,109481,109257,109576,110711,112167,113395,114068,115024,116701,118351,120078,121027,122246,123531,125018,126207,127234,127998,129182,130421,131134,132271,132733,133531,134730,136733,138710,139727,140432,141497,142676,144644,147120,149540,151573,153597,155667,157751,159526,162252,165489,168543,171301,173227,174874,176344,178635,181097,183497,185258,187369,189536,191246,193263,195197,197531,199518,201951,203970,205933,206891,208470,209826,211297,212756,214318,215926,217476,219171,219571,220188,220313,221709,222752,224085,225460,226575,227616,227935,228078,227736,229111,230389,232399,233400,234326,234769,234523,234563,234408,235289,236300,237776,238564,239482,240199,241428,242929,244863,247480
BR001RG0017163,1,17163,1448,Brighton,Colorado,CO,Denver-Aurora-Lakewood,Adams County,135635,138021,141071,144312,147373,148646,148816,149416,151301,153521,155655,157614,159437,160955,162706,164483,167160,170023,172985,175565,177522,179217,180013,181567,181993,182006,181662,182517,183366,184038,184164,184314,184683,185269,185853,185220,184847,184840,184774,183791,181553,181164,181336,182060,182156,182193,181255,180303,179664,180257,180711,179918,179321,177221,176451,175753,175918,175937,178288,181432,184335,185217,185954,187395,189716,192259,193982,194017,193505,192927,191087,188521,185651,184524,184275,184696,183663,181579,178839,178060,177890,178023,177105,177120,177376,175774,172721,169828,168996,168533,167824,167093,165350,162432,160323,157643,155431,154271,154014,152817,149431,147561,146105,143930,142191,140805,139566,137796,136313,134705,133096,132402,133880,134277,134438,133703,132843,133351,134607,136997,138792,139344,138494,136455,134410,133242,132853,133029,133221,131677,129499,127073,124486,123091,123419,124830,124293,122715,120819,120330,120245,120517,120249,118830,118514,118225,118615,118576,120156,121914,123192,123073,122726,123949,125527,128625,130964,134251,135909,137697,138518,139429,140621,142547,144537,145466,147148,149088,151840,153324,154797,155378,156055,157642,160636,163740,166871,170148,173129,175522,176633,177522,179272,181502,184549,186624,187542,188893,190136,190870,191056,191247,192262,193717,193304,194971,197087,201294,205192,207863,210935,213806,217523,220964,224087,226942,232349,236137,239634,241248,243479,246390,248401,251017,253053,254764,256910,260009,264119,269574,273160,274969,275377,276198,278354,281719,284924,287355,288028,290030,290766,290811,290032,291176,292331,293482,294089,293702,293230,293525,294988,294971,294785,294693,296174,297411,299163,300566
BR001RG004592,1,4592,1503,Englewood,Colorado,CO,Denver-Aurora-Lakewood,Arapahoe County,115376,116769,117831,119454,121321,123637,125755,127768,129571,131165,133352,136011,138476,139937,141326,142441,143287,143467,143760,144622,145222,145949,146091,146126,146034,146447,146999,147211,147497,148003,148659,148557,148955,149407,150192,150535,150909,151336,152195,153182,153940,154235,154669,155468,156063,156127,155737,155375,155273,155520,155257,155033,154889,155145,155149,154944,154861,155089,155840,156908,157724,157758,157826,157739,157666,157334,157538,157511,157506,156874,156201,155591,155222,155204,154396,153889,153439,153630,153381,153508,153586,153975,154398,154230,154089,153517,154589,155571,156736,156351,156067,155921,155865,155697,154965,154851,154899,155091,153855,152164,150821,151377,151678,151020,149949,149457,149609,149195,147631,146929,146602,147294,147511,147651,147619,148181,148309,148611,148331,148881,150546,151411,152484,152018,150786,148007,146108,144699,144666,144135,144232,143889,143066,141942,140897,140062,140364,141542,142921,144027,144629,144663,144219,143467,143294,144351,145256,147671,149428,151410,151680,152353,152499,154385,156537,159153,161585,162918,165052,166478,168527,170238,172952,175504,178441,180352,182083,183121,183636,184663,185448,186361,187334,188608,190439,191383,192656,193486,194600,196977,200785,205033,208343,211249,213592,215956,217900,221036,224319,227567,230473,232371,233844,235004,236658,237977,240226,242319,244950,246781,248067,250608,254314,258793,261895,265359,269004,273729,275871,278129,279808,282324,285227,288445,290655,292734,294148,294039,294333,295344,299030,301866,305047,308664,312431,314032,314683,314417,315760,318891,321913,323889,324404,325064,327507,328601,329945,330609,333483,337024,340022,342352,344519,346974,349883,353286,355329,358219
BR001RG0012817,1,12817,1716,Montrose,Colorado,CO,Montrose,Montrose County,92596,93548,94425,95802,96241,96636,97061,98014,99114,100013,101141,101726,102593,103200,103963,104474,105230,105647,105711,105455,105860,106316,106951,107132,107445,107597,107861,108210,108430,108695,108864,109365,109504,109902,110148,110863,111086,111370,111473,111536,111575,111517,111722,111807,112107,112311,112509,112523,112618,112816,113264,113916,114642,115157,115617,116142,116827,117552,118183,118744,119947,121042,121473,121652,121959,122984,123820,124508,125138,125587,126344,127379,128429,129377,131088,132052,133053,133279,134022,135160,136421,138025,138972,139848,140180,141284,142010,143900,145653,147783,149589,150622,150842,150544,150976,151114,151033,150337,149752,149189,148434,148104,147464,147261,147213,147252,146795,146441,146409,146248,146062,145673,145596,144962,144532,143788,143402,142807,142430,142109,141731,141371,140805,140008,138795,137771,137275,137136,136856,136440,136103,135573,135058,134361,133951,133255,133236,133107,132412,131512,130806,130902,130925,130995,130954,131256,131518,132483,132712,133268,133628,134560,135074,135477,135680,136348,137034,137742,138272,138865,139655,140201,140827,141526,142571,143469,144180,144678,145545,146139,146950,147237,148069,148931,150107,150591,151034,151461,152324,153165,154028,155373,156574,157520,158174,158932,159683,160600,161528,162677,164110,165319,165980,166307,166828,167778,168309,168452,168654,168910,169358,169330,168840,168478,168503,168902,169254,169679,170130,170802,171175,171635,171915,172733,173838,174941,175911,176309,176758,176872,177295,177625,178181,178815,179305,180217,181145,182570,183412,184193,184524,184806,185397,186001,186748,187104,187717,187765,187692,187190,187118,187275,187710,188265,188370,188408,188225,188239
BR001RG00119842,1,119842,1733,Ken Caryl,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,102072,103314,104747,106213,107575,108772,109784,110895,112466,114285,115804,116965,117877,118711,119613,120657,122246,123924,125330,126044,125875,125989,126813,127962,129013,131029,132786,134501,134905,135419,136145,136861,138275,139397,139674,139201,139197,138281,137963,136875,136451,135277,134302,134901,135807,136390,136753,137280,137652,138111,138424,139351,139965,140502,141055,140720,140115,139349,138981,138975,138924,139118,139180,139117,138986,138890,138608,138341,138020,138422,138660,138444,137397,135922,134382,132885,132132,131804,131709,131442,131092,130426,129791,129471,129506,129413,129463,129355,128861,128368,128111,128205,128042,127524,126908,126485,126526,126614,126536,127015,128296,129212,129286,128991,128929,129048,128448,127536,127092,127187,127500,127287,126296,126225,126380,126742,125634,123757,122728,122680,122674,121777,120429,119230,118527,116692,114913,112495,112628,113434,115657,116393,116240,115503,114008,112273,109886,108735,108331,108364,107602,106897,105063,103883,102358,103026,104447,106450,107518,108072,107707,107506,107288,108076,108461,108496,109358,109144,109403,108766,109805,110961,112610,114400,115323,115797,116274,117655,118714,119965,121766,124299,126646,128187,130174,131861,134347,136525,139550,142170,144676,146415,147447,148338,149333,151023,152163,153939,155842,157481,158556,159525,161091,162848,164601,166885,169234,171905,174930,177256,178684,179976,181704,183987,186014,188719,191424,193621,195347,196328,196853,197837,199994,202572,204407,206121,208242,210481,211990,213924,215937,218890,221620,224204,226530,228545,230805,231808,232100,232749,233880,234641,234203,233656,233272,232316,230784,229369,228354,228171,228349,228062,227812,227747,228686,229484,230473,232016
BR001RG00396536,1,396536,1817,Security-Widefield,Colorado,CO,Colorado Springs,El Paso County,128503,128525,129133,129883,130367,130682,130975,131009,130552,130740,131694,134193,136397,138568,140062,141880,143227,143899,143989,145485,147194,148112,147841,147858,148431,148651,148855,148872,149366,150694,152852,154483,155586,156336,156894,156168,155304,154972,155203,154032,153106,151051,149412,147843,148121,148916,149934,150991,151574,152056,151675,152624,153229,154781,155699,155257,153471,151582,150980,151110,151573,152123,153408,154552,155309,155963,157611,159658,161786,163378,164517,165096,165185,165141,165123,165334,165469,164637,162332,161318,160856,161035,160016,159127,158420,157690,156394,155094,154927,155778,156355,157155,157570,157979,157550,156810,156682,156448,155843,154884,153537,151237,149757,146983,143989,140903,140770,141569,141362,139787,139457,138499,137690,137474,137474,137235,137243,137074,135232,133224,131965,132248,132088,133810,135851,138627,140851,142341,142657,141630,139941,137158,135251,134587,134220,132244,129413,124982,120967,118594,117940,118551,120244,122803,125555,127143,127368,127701,126666,126799,125953,125220,124283,123906,124085,123605,121334,118508,116983,115867,116396,117268,119676,121509,122901,123683,123513,123608,124456,126150,127264,127928,128867,129364,129333,129077,128708,128089,126949,126249,125888,125443,125014,125248,125431,125650,125687,126326,127129,127651,129333,130974,132962,134082,135670,137352,138941,140686,142375,143594,144971,147402,148966,150241,150537,152860,154691,156237,156513,156829,157433,158711,160009,162120,164608,166855,168461,168982,170242,171458,173508,174789,175530,175579,176490,178386,181732,184012,185654,186427,187147,187477,188972,191471,194810,197775,200269,201284,200698,201114,202554,204673,206335,208160,208557,208244,207204,206527
BR001RG0050547,1,50547,1880,Wheat Ridge,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,90243,91338,92311,93374,94361,95613,96766,98070,99385,100812,102369,103946,105677,107052,108277,109324,110017,110709,111298,112238,113076,114069,114736,115222,115346,115309,115381,115622,116563,117565,118711,119254,119534,119551,119684,119626,119740,120134,120811,121010,120764,120408,120163,119967,119922,119778,119987,120180,120331,120468,120771,121214,121496,121405,121278,121125,121238,121318,121252,121233,121433,121399,121010,120773,120465,120441,120382,120547,120449,120875,121433,121944,121610,121487,121143,120754,120398,120540,120544,120761,120315,119842,118629,117720,117712,117395,116999,115864,115271,114753,115252,114820,114641,112946,112143,111748,111277,110504,109966,110943,112264,111908,109812,108635,108061,108941,108819,108746,108321,108326,108102,106733,104285,103068,102636,102079,101793,100940,100761,99570,98900,98659,98001,97499,97120,96862,96801,96313,95476,94877,94539,94087,93010,91258,91067,91249,91730,91739,91326,91291,90565,89610,87615,86330,85493,85343,84415,83614,83031,83161,83194,82942,82833,83428,85090,86893,88344,89085,89625,90181,90555,89939,89579,89563,90367,90846,91162,91414,91844,92945,94164,95012,95681,97065,99027,100826,102030,102910,103745,104579,105789,106299,106946,107561,108980,110759,112106,113382,115305,117753,120215,122033,123617,126013,128620,131736,133975,134955,136177,137994,139751,140967,141966,143827,145603,147322,149028,150449,152129,154123,155900,157171,158180,159574,161077,162771,164844,166373,167680,168927,170482,172881,174801,176729,178176,179878,181438,182258,182209,183180,183804,184444,184178,184279,184830,185545,186183,186913,187619,188600,190070,190991,192304,193717,195693,196955,198213,199503
BR002RG0011093,2,11093,23,Denver,Colorado,CO,Denver-Aurora-Lakewood,Denver County,165549,167802,170184,172934,175491,178228,180484,182965,185528,187799,189891,191801,194577,197313,199824,201960,203966,205674,207176,208633,210368,211955,213508,214925,215577,216043,216637,217357,218090,218506,219118,219832,220393,220894,220999,221043,221231,221327,221162,220445,219872,219667,220032,220110,220629,221026,221765,222082,222136,222281,222832,223932,224805,225177,225068,225152,224830,225282,225522,226779,227676,228987,229008,228833,228587,229395,229982,230192,230494,231040,231690,231407,231514,231429,232476,232553,232802,232479,232454,232603,232305,231892,231622,231577,231249,230032,229309,229638,230447,230245,230493,230242,230181,228443,226993,225185,224345,223536,222508,220429,217724,215795,213879,213038,212026,212141,210896,210270,207922,206697,205445,206440,208792,211024,211975,211457,211367,211511,212428,212779,214615,215697,216619,215268,213421,211553,210463,209653,208557,206951,205620,205068,204323,204340,203707,203633,201818,200242,198651,198280,198229,199072,200044,200290,200495,199996,200577,201207,202747,204448,206543,208457,210341,211513,212774,214484,216195,218104,219558,221491,223343,225739,228444,231281,233380,235396,236754,238305,240013,241860,243757,245657,249400,252081,253671,254065,255709,258057,261335,264524,267591,270868,274588,278521,280588,282913,286269,291078,295437,299390,302649,305998,309516,312686,314770,316342,318334,321421,324330,327266,330126,332929,335714,338274,340723,343811,347639,350971,354203,356633,359121,360517,362154,364113,366859,369494,371624,373514,375961,379961,384236,387395,389933,391983,394689,397024,398891,399818,400441,400459,399652,398717,397925,398109,398267,398784,398779,398708,398754,399515,400688,402248,403990,405155,406072,406967,408238,409785
